displayName,active,aliases,notes,details
Citizens Insurance Company of America,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Worcester"",""hidden_state"":""Massachusetts"",""hidden_street"":""440 Lincoln Street"",""hidden_website"":""www.hanover.com"",""hidden_zipcode"":""01653"",""hidden_domicile"":""Michigan"",""hidden_group_name"":""The Hanover Insurance Group"",""hidden_naic_number"":""31534""}}"
City National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Bedford"",""hidden_phone"":""800-877-4567"",""hidden_state"":""Texas"",""hidden_street"":""1900 L Don Dodson Drive"",""hidden_website"":""www.global-indemnity.com"",""hidden_zipcode"":""76021"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Markel Corporation Group"",""hidden_naic_number"":""41335""}}"
Clarendon National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""411 Fifth Avenue, 5th Floor"",""hidden_zipcode"":""10016"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Enstar Group"",""hidden_naic_number"":""20532""}}"
Claverack Cooperative Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Schenectady"",""hidden_phone"":""518-672-7363"",""hidden_state"":""New York"",""hidden_street"":""220 Harborside Drive, Suite 203"",""hidden_zipcode"":""12305"",""hidden_domicile"":""New York"",""hidden_group_name"":""Mid-Hudson Claverack Co-Op Group"",""hidden_naic_number"":""43834""}}"
Clear Blue Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Guaynabo"",""hidden_state"":""Puerto Rico"",""hidden_street"":""B7 Tabonuco Street, Suite 912"",""hidden_website"":""www.clearblueinsurancegroup.com"",""hidden_zipcode"":""00968"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Clear Blue Financial Group"",""hidden_naic_number"":""28860""}}"
Clear Spring Property and Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_state"":""Illinois"",""hidden_street"":""227 West Monroe, Suite 2100"",""hidden_website"":""https://www.clearspringinsurance.com/"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Group Ins Holdings Grp"",""hidden_naic_number"":""15563""}}"
Clermont Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Hackensack"",""hidden_state"":""New Jersey"",""hidden_street"":""3 University Plaza, Suite 604"",""hidden_zipcode"":""07601"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""W.R. Berkley Corp Group"",""hidden_naic_number"":""33480""}}"
Coalition Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Burlington"",""hidden_email"":""regulatorycompliance@aon.com"",""hidden_phone"":""833-866-1337"",""hidden_state"":""Vermont"",""hidden_street"":""76 St. Paul Street, Suite 500"",""hidden_website"":""www.axa-art.com"",""hidden_zipcode"":""05401"",""hidden_domicile"":""New York"",""hidden_group_name"":""Coalition, Inc."",""hidden_naic_number"":""29530""}}"
Coface North America Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_phone"":""617-406-6000"",""hidden_state"":""Massachusetts"",""hidden_street"":""33 Arch Street, 26th Floor"",""hidden_website"":""www.coface-usa.com"",""hidden_zipcode"":""02110"",""hidden_group_name"":""Massachusetts Arch Insurance Group"",""hidden_naic_number"":""31887""}}"
Coliseum Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_email"":""clemence.legendre@axa.lm.com"",""hidden_phone"":""646-530-3571"",""hidden_state"":""New York"",""hidden_street"":""200 Liberty Street, Floor 22"",""hidden_zipcode"":""10281"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""AXA Insurance Group"",""hidden_naic_number"":""36552""}}"
Colonial American Casualty and Surety Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Schaumburg"",""hidden_phone"":""847-605-3348"",""hidden_state"":""Illinois"",""hidden_street"":""1299 Zurich Way"",""hidden_website"":""www.zurichna.com"",""hidden_zipcode"":""60196"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Zurich Insurance Group"",""hidden_naic_number"":""34347""}}"
Colonial Surety Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodcliff Lake"",""hidden_state"":""New Jersey"",""hidden_street"":""123 Tice Boulevard, Suite 250"",""hidden_website"":""www.colonialsurety.com"",""hidden_zipcode"":""07677"",""hidden_domicile"":""Pennsylvania"",""hidden_naic_number"":""10758""}}"
Colony Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Antonio"",""hidden_phone"":""800-577-6614"",""hidden_state"":""Texas"",""hidden_street"":""PO Box 469012"",""hidden_website"":""www.colonyins.com"",""hidden_zipcode"":""78246"",""hidden_domicile"":""Virginia"",""hidden_group_name"":""Argonaut Group"",""hidden_naic_number"":""39993""}}"
Colony Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Richmond"",""hidden_state"":""Virginia"",""hidden_street"":""8720 Stony Point Parkway, Suite 400"",""hidden_website"":""www.colonyins.com"",""hidden_zipcode"":""23235"",""hidden_domicile"":""Nebraska"",""hidden_group_name"":""Argonaut Group"",""hidden_naic_number"":""36927""}}"
Columbia Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_email"":""financialreporting-statutory@cna.com"",""hidden_phone"":""800-262-2000"",""hidden_state"":""Illinois"",""hidden_street"":""151 N. Franklin Street"",""hidden_website"":""www.cna.com"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""CNA Insurance Group"",""hidden_naic_number"":""31127""}}"
Commerce Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Webster"",""hidden_phone"":""508-943-9000"",""hidden_state"":""Massachusetts"",""hidden_street"":""212 Main Street"",""hidden_website"":""www.commerceinsurance.com"",""hidden_zipcode"":""01570"",""hidden_domicile"":""Massachusetts"",""hidden_group_name"":""Group"",""hidden_naic_number"":""34754""}}"
Commerce West Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Webster"",""hidden_state"":""Massachusetts"",""hidden_street"":""211 Main Street"",""hidden_website"":""www.commercewest.net"",""hidden_zipcode"":""01570"",""hidden_domicile"":""California"",""hidden_group_name"":""Mapfre Insurance Group"",""hidden_naic_number"":""13161""}}"
Commerce and Industry Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_email"":""Borys.Kramarchuk@aig.com"",""hidden_phone"":""212-458-7940"",""hidden_state"":""New York"",""hidden_street"":""1271 Avenue Of The Americas, Floor 37"",""hidden_website"":""www.aig.com"",""hidden_zipcode"":""10020"",""hidden_domicile"":""New York"",""hidden_group_name"":""American International Group"",""hidden_naic_number"":""19410""}}"
Community Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Montpelier"",""hidden_state"":""Vermont"",""hidden_street"":""139 State Street"",""hidden_zipcode"":""05602"",""hidden_domicile"":""New York"",""hidden_group_name"":""Union Mutual Vermont"",""hidden_naic_number"":""10025""}}"
CompSource Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Oklahoma City"",""hidden_state"":""Oklahoma"",""hidden_street"":""PO Box 53505"",""hidden_zipcode"":""73152"",""hidden_domicile"":""Oklahoma"",""hidden_naic_number"":""36188""}}"
Compass Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Maineville"",""hidden_email"":""compass@avidinsurance.us"",""hidden_phone"":""513-836-0181"",""hidden_state"":""Ohio"",""hidden_street"":""3116 W. Montgomery Road, PMB 305, Suite C"",""hidden_zipcode"":""45039"",""hidden_domicile"":""New York"",""hidden_naic_number"":""21989""}}"
Consolidated Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Keene"",""hidden_state"":""New Hampshire"",""hidden_street"":""62 Maple Avenue"",""hidden_website"":""www.libertymutualagencymarkets.com"",""hidden_zipcode"":""03431"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""22640""}}"
Consolidated National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""One World Trade Center, 41st Floor"",""hidden_website"":""www.21st.com"",""hidden_zipcode"":""10007"",""hidden_domicile"":""Colorado"",""hidden_group_name"":""AMBAC Assurance Corp. Group"",""hidden_naic_number"":""23795""}}"
Consolidated Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Wilmington"",""hidden_phone"":""302-252-2000"",""hidden_state"":""Delaware"",""hidden_street"":""21st Century Plaza, 3 Beaver Valley Road"",""hidden_website"":""www.21st.com"",""hidden_zipcode"":""19803"",""hidden_domicile"":""New Jersey"",""hidden_group_name"":""AMBAC Assurance Corp. Group"",""hidden_naic_number"":""10184""}}"
Constitution Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Omaha"",""hidden_state"":""Nebraska"",""hidden_street"":""PO Box 8424"",""hidden_zipcode"":""68108"",""hidden_domicile"":""New York"",""hidden_group_name"":""AU Holding Co."",""hidden_naic_number"":""32190""}}"
Continental Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_email"":""financialreporting-statutory@cna.com"",""hidden_phone"":""800-262-2000"",""hidden_state"":""Illinois"",""hidden_street"":""151 N. Franklin Street"",""hidden_website"":""www.cna.com"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""CNA Insurance Group"",""hidden_naic_number"":""20443""}}"
Continental Heritage Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Orange Village"",""hidden_state"":""Ohio"",""hidden_street"":""200 Park Avenue, Suite 400"",""hidden_zipcode"":""44122"",""hidden_domicile"":""Florida"",""hidden_naic_number"":""39551""}}"
Continental Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Omaha"",""hidden_state"":""Nebraska"",""hidden_street"":""10805 Old Mill Road"",""hidden_website"":""www.auw.com"",""hidden_zipcode"":""68154"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""AU Holding Co."",""hidden_naic_number"":""28258""}}"
Continental Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_email"":""financialreporting-statutory@cna.com"",""hidden_phone"":""800-262-2000"",""hidden_state"":""Illinois"",""hidden_street"":""151 N. Franklin Street"",""hidden_website"":""www.cna.com"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""CNA Insurance Group"",""hidden_naic_number"":""35289""}}"
Continental Western Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Des Moines"",""hidden_phone"":""800-870-1170"",""hidden_state"":""Iowa"",""hidden_street"":""PO Box 1594"",""hidden_website"":""cwgins.com"",""hidden_zipcode"":""50306"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""W.R. Berkley Corp Group"",""hidden_naic_number"":""10804""}}"
Contractors Bonding and Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Peoria"",""hidden_state"":""Illinois"",""hidden_street"":""9025 No. Lindbergh Drive"",""hidden_website"":""www.cbic.com"",""hidden_zipcode"":""61615"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""RLI Insurance Group"",""hidden_naic_number"":""37206""}}"
CorePointe Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boca Raton"",""hidden_state"":""Florida"",""hidden_street"":""903 NW 65th Street, Suite 300"",""hidden_website"":""www.amtrustfinancial.com"",""hidden_zipcode"":""33487"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""AmTrust Financial Serv Grp"",""hidden_naic_number"":""10499""}}"
Corvel Corporation,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Irvine"",""hidden_state"":""California"",""hidden_street"":""1920 Main Street, Suite 900"",""hidden_zipcode"":""92614""}}"
Country-Wide Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-344-8700"",""hidden_state"":""New York"",""hidden_street"":""40 Wall Street"",""hidden_website"":""cwico.com"",""hidden_zipcode"":""10005"",""hidden_domicile"":""New York"",""hidden_naic_number"":""10839""}}"
Countryway Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Richmond"",""hidden_state"":""Virginia"",""hidden_street"":""12580 West Creek Parkway"",""hidden_website"":""www.countryway.com"",""hidden_zipcode"":""23238"",""hidden_domicile"":""New York"",""hidden_group_name"":""Virginia Farm Bureau Group"",""hidden_naic_number"":""10022""}}"
Crestbrook Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Scottsdale"",""hidden_state"":""Arizona"",""hidden_street"":""18700 N. Hayden Road"",""hidden_website"":""wwwnationwide.com"",""hidden_zipcode"":""85255"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""Nationwide Group"",""hidden_naic_number"":""18961""}}"
Cronus Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Irving"",""hidden_state"":""Texas"",""hidden_street"":""370 Las Colinas Boulevard W, Suite 108"",""hidden_zipcode"":""75039"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Ethos Grp"",""hidden_naic_number"":""16070""}}"
Crum & Forster Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Morristown"",""hidden_phone"":""973-490-6600"",""hidden_state"":""New Jersey"",""hidden_street"":""PO Box 1973"",""hidden_website"":""www.cfins.com"",""hidden_zipcode"":""07962"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Fairfax Group"",""hidden_naic_number"":""31348""}}"
Crum and Forster Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Morristown"",""hidden_state"":""New Jersey"",""hidden_street"":""305 Madison Avenue"",""hidden_zipcode"":""07962"",""hidden_domicile"":""New Jersey"",""hidden_group_name"":""Fairfax Group"",""hidden_naic_number"":""42471""}}"
Cumberland Mutual Fire Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Bridgeton"",""hidden_state"":""New Jersey"",""hidden_street"":""633 Shiloh Pike"",""hidden_zipcode"":""08302"",""hidden_domicile"":""New Jersey"",""hidden_group_name"":""Cumberland Group"",""hidden_naic_number"":""13684""}}"
Curative Insurance Company of Illinois,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Orland Park"",""hidden_phone"":""512-615-8735"",""hidden_state"":""Illinois"",""hidden_street"":""15255 S 94th Avenue, Suite 500"",""hidden_website"":""www.atlas-fin.com"",""hidden_zipcode"":""60462"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Buckle Corp Grp"",""hidden_naic_number"":""38237""}}"
Cypress Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Omaha"",""hidden_state"":""Nebraska"",""hidden_street"":""1314 Douglas Street, Suite 1300"",""hidden_zipcode"":""68102"",""hidden_domicile"":""California"",""hidden_group_name"":""Berkshire Hathaway Group"",""hidden_naic_number"":""10855""}}"
"DB Insurance Co., Ltd. (US Branch)",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Anaheim"",""hidden_email"":""compliance@dbinsus.com"",""hidden_state"":""California"",""hidden_street"":""222 S. Harbor Boulevard"",""hidden_zipcode"":""92805"",""hidden_domicile"":""South Korea"",""hidden_group_name"":""Dongbu Insurance Group"",""hidden_naic_number"":""12502""}}"
DaVinci Reinsurance Ltd.,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Pembroke"",""hidden_state"":""Bermuda"",""hidden_street"":""12 Crow Lane"",""hidden_zipcode"":""HM 19"",""hidden_domicile"":""Bermuda"",""hidden_naic_number"":""14034""}}"
Dairyland Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Stevens Point"",""hidden_state"":""Wisconsin"",""hidden_street"":""1800 North Point Drive"",""hidden_website"":""www.sentry.com"",""hidden_zipcode"":""54481"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""Sentry Insurance Group"",""hidden_naic_number"":""21164""}}"
Dealers Assurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Addison"",""hidden_state"":""Texas"",""hidden_street"":""15920 Addison Road"",""hidden_website"":""www.dealersassurance.com"",""hidden_zipcode"":""75001"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""Industrial Alliance Group"",""hidden_naic_number"":""16705""}}"
Depositors Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Columbus"",""hidden_phone"":""515-508-4211"",""hidden_state"":""Ohio"",""hidden_street"":""One West Nationwide Boulevard"",""hidden_website"":""www.nationwide.com"",""hidden_zipcode"":""43215"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""Nationwide Group"",""hidden_naic_number"":""42587""}}"
Developers Surety and Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boca Raton"",""hidden_state"":""Florida"",""hidden_street"":""903 NW 65th Street, Suite 300"",""hidden_website"":""www.inscodico.com"",""hidden_zipcode"":""33487"",""hidden_domicile"":""California"",""hidden_group_name"":""AmTrust Financial Serv Grp"",""hidden_naic_number"":""12718""}}"
Digital Advantage Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Dover"",""hidden_state"":""Delaware"",""hidden_street"":""555 College Road East"",""hidden_zipcode"":""08543"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Munich Reinsurance Group"",""hidden_naic_number"":""34711""}}"
"Doctors Company, an Interinsurance Exchange",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Napa"",""hidden_state"":""California"",""hidden_street"":""185 Greenwood Road"",""hidden_zipcode"":""94558"",""hidden_domicile"":""California"",""hidden_group_name"":""Doctors Co Group"",""hidden_naic_number"":""34495""}}"
Dorinco Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Midland"",""hidden_state"":""Michigan"",""hidden_street"":""2030 Dow Center"",""hidden_website"":""www.dorinco.com"",""hidden_zipcode"":""48640"",""hidden_domicile"":""Michigan"",""hidden_naic_number"":""33499""}}"
Dryden Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Dryden"",""hidden_phone"":""607-844-8106"",""hidden_state"":""New York"",""hidden_street"":""12 Ellis Drive, PO Box 635"",""hidden_website"":""www.drydenmutual.com"",""hidden_zipcode"":""13053"",""hidden_domicile"":""New York"",""hidden_naic_number"":""13919""}}"
EMC Property & Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Des Moines"",""hidden_phone"":""515-280-2511"",""hidden_state"":""Iowa"",""hidden_street"":""PO Box 712"",""hidden_website"":""www.emcinsurance.com"",""hidden_zipcode"":""50303"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""EMC Ins.Co. Group"",""hidden_naic_number"":""25186""}}"
EMC Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Des Moines"",""hidden_state"":""Iowa"",""hidden_street"":""PO Box 712"",""hidden_website"":""www.emcinsurance.com"",""hidden_zipcode"":""50303"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""EMC Ins.Co. Group"",""hidden_naic_number"":""40509""}}"
EMCASCO Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Des Moines"",""hidden_phone"":""515-280-2674"",""hidden_state"":""Iowa"",""hidden_street"":""717 Mulberry St"",""hidden_website"":""www.emcinsurance.com"",""hidden_zipcode"":""50303"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""EMC Ins.Co. Group"",""hidden_naic_number"":""21407""}}"
ESIS Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Scranton"",""hidden_state"":""Pennsylvania"",""hidden_street"":""PO Box 6561"",""hidden_zipcode"":""18505""}}"
Eaglestone Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""1271 Avenue Of The Americas, Floor 37"",""hidden_zipcode"":""10020"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""American International Group"",""hidden_naic_number"":""10651""}}"
EastGUARD Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Wilkes-Barre"",""hidden_state"":""Pennsylvania"",""hidden_street"":""39 Public Square, PO Box Ah"",""hidden_website"":""www.guard.com"",""hidden_zipcode"":""18703"",""hidden_domicile"":""Nebraska"",""hidden_group_name"":""Berkshire Hathaway Group"",""hidden_naic_number"":""14702""}}"
Eastern Alliance Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Lancaster"",""hidden_phone"":""855-533-3444"",""hidden_state"":""Pennsylvania"",""hidden_street"":""PO Box 83777"",""hidden_website"":""www.eains.com"",""hidden_zipcode"":""17603"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""ProAssurance Corp Group"",""hidden_naic_number"":""10724""}}"
Eastern Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Greenville"",""hidden_state"":""New York"",""hidden_street"":""6504 State Route 32, PO Box 40"",""hidden_website"":""www.easternmutual.com"",""hidden_zipcode"":""12083"",""hidden_domicile"":""New York"",""hidden_naic_number"":""43320""}}"
Economy Fire & Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""22926""}}"
Economy Premier Assurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_email"":""mary.aguilera@bristolwest.com"",""hidden_phone"":""818-965-0433"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""40649""}}"
"Elrac, Inc. d/b/a Enterprise Rent a Car",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Wayne"",""hidden_state"":""New Jersey"",""hidden_street"":""1550 Route 23"",""hidden_zipcode"":""07470""}}"
EmPRO Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Roslyn"",""hidden_state"":""New York"",""hidden_street"":""1800 Northern Boulevard"",""hidden_zipcode"":""11576"",""hidden_domicile"":""New York"",""hidden_group_name"":""PRI Group"",""hidden_naic_number"":""21350""}}"
Empire Fire and Marine Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Schaumburg"",""hidden_phone"":""847-605-3348"",""hidden_state"":""Illinois"",""hidden_street"":""1299 Zurich Way"",""hidden_website"":""www.zurichna.com"",""hidden_zipcode"":""60196"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Zurich Insurance Group"",""hidden_naic_number"":""21326""}}"
Employers Compensation Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Glendale"",""hidden_phone"":""818-549-4600"",""hidden_state"":""California"",""hidden_street"":""500 North Brand Boulevard"",""hidden_website"":""www.employers.com"",""hidden_zipcode"":""91203"",""hidden_domicile"":""California"",""hidden_group_name"":""Employers Holdings, Inc."",""hidden_naic_number"":""11512""}}"
Employers Insurance Company of Wausau,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.wausau.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""21458""}}"
Employers Mutual Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Des Moines"",""hidden_state"":""Iowa"",""hidden_street"":""PO Box 712"",""hidden_website"":""www.emcinsurance.com"",""hidden_zipcode"":""50303"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""EMC Ins.Co. Group"",""hidden_naic_number"":""21415""}}"
Encompass Home and Auto Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.encompassinsurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""11252""}}"
Encompass Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.encompassinsurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""15130""}}"
Encompass Independent Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.encompassinsurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""11251""}}"
Encompass Insurance Company of America,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.encompassinsurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""10071""}}"
Encompass Property and Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.encompassinsurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""10072""}}"
Endurance American Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-209-6500"",""hidden_state"":""New York"",""hidden_street"":""767 Third Avenue, 5th Floor"",""hidden_website"":""www.endurance.bm"",""hidden_zipcode"":""10017"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Sompo Japan Nipponkoa Holdings Inc Group"",""hidden_naic_number"":""10641""}}"
Endurance Assurance Corporation,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Purchase"",""hidden_phone"":""914-468-8000"",""hidden_state"":""New York"",""hidden_street"":""4 Manhattanville Road, 3rd Floor"",""hidden_website"":""www.enduranceusa.com"",""hidden_zipcode"":""10577"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Sompo Japan Nipponkoa Holdings Inc Group"",""hidden_naic_number"":""11551""}}"
Erie Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Erie"",""hidden_phone"":""814-870-2000"",""hidden_state"":""Pennsylvania"",""hidden_street"":""100 Erie Insurance Place"",""hidden_website"":""www.erieinsurance.com"",""hidden_zipcode"":""16530"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Erie Ins Grp"",""hidden_naic_number"":""26263""}}"
Erie Insurance Company of New York,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Rochester"",""hidden_phone"":""800-458-0811"",""hidden_state"":""New York"",""hidden_street"":""120 Corporate Woods, Suite 150"",""hidden_website"":""www.erieinsurance.com"",""hidden_zipcode"":""14623"",""hidden_domicile"":""New York"",""hidden_group_name"":""Erie Ins Grp"",""hidden_naic_number"":""16233""}}"
Erie Insurance Exchange,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Erie"",""hidden_state"":""Pennsylvania"",""hidden_street"":""100 Erie Insurance Place"",""hidden_website"":""www.erieinsurance.com"",""hidden_zipcode"":""16530"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Erie Ins Grp"",""hidden_naic_number"":""26271""}}"
